Time(ms),Dir,ID,Len,B0,B1,B2,B3,B4,B5,B6,B7,Decoded
1355,TX,0x201,3,0x3D,0x3D,0x40,0x64,,,,,"Request register 0x40"
1362,TX,0x201,3,0x3D,0x3D,0x30,0x64,,,,,"Request register 0x30"
1368,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
1375,RX,0x181,6,0x40,0x40,0x10,0x03,0x80,0x00,0x00,,"Status word = 0x0310"
1382,RX,0x181,4,0x30,0x30,0x00,0x00,0x01,,,,"Speed feedback = 0 rpm"
1389,RX,0x181,6,0x40,0x40,0x10,0x03,0x80,0x00,0x0B,,"Status word = 0x0310"
1395,RX,0x181,6,0x40,0x40,0x10,0x03,0x80,0x00,0x0B,,"Status word = 0x0310"
1502,TX,0x201,3,0x3D,0x3D,0xEB,0x00,,,,,"Request register 0xEB"
1709,TX,0x201,3,0x8E,0x8E,0x00,0x00,,,,,"Clear all error flags"
1916,TX,0x201,3,0xD0,0xD0,0xD0,0x07,,,,,"Set CAN timeout = 2000 ms"
2123,TX,0x201,3,0x8E,0x8E,0x00,0x00,,,,,"Clear all error flags"
2230,TX,0x201,3,0x51,0x51,0x04,0x00,,,,,"Lock/Disable drive"
2336,TX,0x201,3,0x51,0x51,0x00,0x00,,,,,"Enable drive"
2343,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
2850,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque = 0"
