Time(ms),Dir,ID,Len,B0,B1,B2,B3,B4,B5,B6,B7,Decoded
1313,TX,0x201,3,0x3D,0x3D,0x40,0x64,,,,,"Request register 0x40"
1319,TX,0x201,3,0x3D,0x3D,0x30,0x64,,,,,"Request register 0x30"
1326,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
1333,RX,0x181,6,0x40,0x40,0x10,0x03,0x80,0x00,0x00,,"Status word = 0x0310"
1340,RX,0x181,4,0x30,0x30,0x00,0x00,0x01,,,,"Speed feedback = 0 rpm"
1346,RX,0x181,6,0x40,0x40,0x10,0x03,0x80,0x00,0x0B,,"Status word = 0x0310"
1353,RX,0x181,6,0x40,0x40,0x10,0x03,0x80,0x00,0x0B,,"Status word = 0x0310"
1360,RX,0x181,6,0x40,0x40,0x10,0x03,0x80,0x00,0x0B,,"Status word = 0x0310"
1467,TX,0x201,3,0x3D,0x3D,0xEB,0x00,,,,,"Request register 0xEB"
1674,TX,0x201,3,0x8E,0x8E,0x00,0x00,,,,,"Clear all error flags"
1931,TX,0x201,3,0xD0,0xD0,0xD0,0x07,,,,,"Set CAN timeout = 2000 ms"
2137,TX,0x201,3,0x8E,0x8E,0x00,0x00,,,,,"Clear all error flags"
2244,TX,0x201,3,0x51,0x51,0x04,0x00,,,,,"Lock/Disable drive"
2351,TX,0x201,3,0x51,0x51,0x00,0x00,,,,,"Enable drive"
2358,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
2864,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque = 0"
3471,RX,0x181,4,0x30,0x30,0x00,0x00,0x01,,,,"Speed feedback = 0 rpm"
3478,RX,0x181,6,0x40,0x40,0x10,0x43,0x80,0x00,0x0B,,"Status word = 0x4310"
3485,RX,0x181,4,0x30,0x30,0x00,0x00,0x01,,,,"Speed feedback = 0 rpm"
3492,RX,0x181,6,0x40,0x40,0x10,0x43,0x80,0x00,0x0B,,"Status word = 0x4310"
3498,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque = 0"
3516,RX,0x181,4,0x30,0x30,0x00,0x00,0x01,,,,"Speed feedback = 0 rpm"
3525,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque = 0"
3547,RX,0x181,6,0x40,0x40,0x10,0x43,0x80,0x00,0x0B,,"Status word = 0x4310"
3553,TX,0x201,3,0x90,0x90,0xCB,0x01,,,,,"Set torque = 459"
3580,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque = 0"
3606,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque = 0"
3615,RX,0x181,4,0x30,0x30,0x00,0x00,0x01,,,,"Speed feedback = 0 rpm"
3633,TX,0x201,3,0x90,0x90,0x1E,0x00,,,,,"Set torque = 30"
3646,RX,0x181,6,0x40,0x40,0x10,0x43,0x80,0x00,0x0B,,"Status word = 0x4310"
3659,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque = 0"
3685,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque = 0"
3711,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque = 0"
3717,RX,0x181,4,0x30,0x30,0x00,0x00,0x01,,,,"Speed feedback = 0 rpm"
3808,RX,0x181,6,0x40,0x40,0x10,0x43,0x80,0x00,0x0B,,"Status word = 0x4310"
3814,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque = 0"
3822,RX,0x181,4,0x30,0x30,0x00,0x00,0x01,,,,"Speed feedback = 0 rpm"
