Time(ms),Dir,ID,Len,B0,B1,B2,B3,B4,B5,B6,B7,Decoded
1428,TX,0x201,3,0x3D,0x3D,0x40,0x64,,,,,"Request register 0x40"
1434,TX,0x201,3,0x3D,0x3D,0x30,0x64,,,,,"Request register 0x30"
1441,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
1448,RX,0x181,6,0x40,0x40,0x10,0x03,0x80,0x00,0x00,,"Status word = 0x0310"
1455,RX,0x181,6,0x40,0x40,0x10,0x03,0x80,0x00,0x0B,,"Status word = 0x0310"
1461,RX,0x181,4,0x30,0x30,0x00,0x00,0x01,,,,"Speed feedback = 0 rpm"
1468,RX,0x181,6,0x40,0x40,0x10,0x03,0x80,0x00,0x0B,,"Status word = 0x0310"
1475,RX,0x181,6,0x40,0x40,0x10,0x03,0x80,0x00,0x0B,,"Status word = 0x0310"
1582,TX,0x201,3,0x3D,0x3D,0xEB,0x00,,,,,"Request register 0xEB"
1789,TX,0x201,3,0x8E,0x8E,0x00,0x00,,,,,"Clear all error flags"
1996,TX,0x201,3,0xD0,0xD0,0xD0,0x07,,,,,"Set CAN timeout = 2000 ms"
2204,TX,0x201,3,0x8E,0x8E,0x00,0x00,,,,,"Clear all error flags"
2310,TX,0x201,3,0x51,0x51,0x04,0x00,,,,,"Lock/Disable drive"
2417,TX,0x201,3,0x51,0x51,0x00,0x00,,,,,"Enable drive"
2424,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
2930,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque = 0"
3537,RX,0x181,4,0x30,0x30,0x00,0x00,0x01,,,,"Speed feedback = 0 rpm"
3544,RX,0x181,6,0x40,0x40,0x10,0x43,0x80,0x00,0x0B,,"Status word = 0x4310"
3551,RX,0x181,6,0x40,0x40,0x10,0x43,0x80,0x00,0x0B,,"Status word = 0x4310"
3558,RX,0x181,4,0x30,0x30,0x00,0x00,0x01,,,,"Speed feedback = 0 rpm"
3565,RX,0x181,4,0x30,0x30,0x00,0x00,0x01,,,,"Speed feedback = 0 rpm"
3571,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque = 0"
3598,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque = 0"
3624,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque = 0"
3630,RX,0x181,4,0x30,0x30,0x00,0x00,0x01,,,,"Speed feedback = 0 rpm"
3646,RX,0x181,6,0x40,0x40,0x10,0x43,0x80,0x00,0x0B,,"Status word = 0x4310"
3653,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque = 0"
3680,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque = 0"
3706,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque = 0"
3730,RX,0x181,4,0x30,0x30,0x00,0x00,0x01,,,,"Speed feedback = 0 rpm"
3737,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque = 0"
3746,RX,0x181,6,0x40,0x40,0x10,0x43,0x80,0x00,0x0B,,"Status word = 0x4310"
3764,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque = 0"
3790,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque = 0"
3816,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque = 0"
3830,RX,0x181,4,0x30,0x30,0x00,0x00,0x01,,,,"Speed feedback = 0 rpm"
3842,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque = 0"
3848,RX,0x181,6,0x40,0x40,0x10,0x43,0x80,0x00,0x0B,,"Status word = 0x4310"
3868,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque = 0"
3894,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque = 0"
3920,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque = 0"
3930,RX,0x181,4,0x30,0x30,0x00,0x00,0x01,,,,"Speed feedback = 0 rpm"
3946,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque = 0"
3952,RX,0x181,6,0x40,0x40,0x10,0x43,0x80,0x00,0x0B,,"Status word = 0x4310"
3972,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque = 0"
3999,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque = 0"
4025,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque = 0"
4031,RX,0x181,4,0x30,0x30,0x00,0x00,0x01,,,,"Speed feedback = 0 rpm"
4046,RX,0x181,6,0x40,0x40,0x10,0x43,0x80,0x00,0x0B,,"Status word = 0x4310"
4053,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque = 0"
4079,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque = 0"
4105,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque = 0"
4130,RX,0x181,4,0x30,0x30,0x00,0x00,0x01,,,,"Speed feedback = 0 rpm"
4136,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque = 0"
4146,RX,0x181,6,0x40,0x40,0x10,0x43,0x80,0x00,0x0B,,"Status word = 0x4310"
4163,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque = 0"
4189,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque = 0"
4215,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque = 0"
4229,RX,0x181,4,0x30,0x30,0x00,0x00,0x01,,,,"Speed feedback = 0 rpm"
4241,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque = 0"
4247,RX,0x181,6,0x40,0x40,0x10,0x43,0x80,0x00,0x0B,,"Status word = 0x4310"
4267,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque = 0"
4293,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque = 0"
4319,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque = 0"
4329,RX,0x181,4,0x30,0x30,0x00,0x00,0x01,,,,"Speed feedback = 0 rpm"
4345,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque = 0"
4351,RX,0x181,6,0x40,0x40,0x10,0x43,0x80,0x00,0x0B,,"Status word = 0x4310"
4371,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque = 0"
4397,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque = 0"
4423,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque = 0"
4429,RX,0x181,4,0x30,0x30,0x00,0x00,0x01,,,,"Speed feedback = 0 rpm"
4445,RX,0x181,6,0x40,0x40,0x10,0x43,0x80,0x00,0x0B,,"Status word = 0x4310"
4452,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque = 0"
4479,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque = 0"
4505,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque = 0"
4529,RX,0x181,4,0x30,0x30,0x00,0x00,0x01,,,,"Speed feedback = 0 rpm"
4536,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque = 0"
4545,RX,0x181,6,0x40,0x40,0x10,0x43,0x80,0x00,0x0B,,"Status word = 0x4310"
4562,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque = 0"
4588,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque = 0"
4614,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque = 0"
4629,RX,0x181,4,0x30,0x30,0x00,0x00,0x01,,,,"Speed feedback = 0 rpm"
4641,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque = 0"
4647,RX,0x181,6,0x40,0x40,0x10,0x43,0x80,0x00,0x0B,,"Status word = 0x4310"
4667,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque = 0"
4693,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque = 0"
4719,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque = 0"
4729,RX,0x181,4,0x30,0x30,0x00,0x00,0x01,,,,"Speed feedback = 0 rpm"
4745,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque = 0"
4751,RX,0x181,6,0x40,0x40,0x10,0x43,0x80,0x00,0x0B,,"Status word = 0x4310"
4771,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque = 0"
4797,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque = 0"
4823,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque = 0"
4829,RX,0x181,4,0x30,0x30,0x00,0x00,0x01,,,,"Speed feedback = 0 rpm"
