Time(ms),Dir,ID,Len,B0,B1,B2,B3,B4,B5,B6,B7,Decoded
8906,TX,0x201,3,0x3D,0x3D,0x40,0x64,,,,,"Request register 0x40"
8963,TX,0x201,3,0x3D,0x3D,0x30,0x64,,,,,"Request register 0x30"
8970,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
8976,RX,0x181,6,0x40,0x40,0x11,0x43,0x80,0x00,0x00,,"Status word = 0x4311"
9083,TX,0x201,3,0x3D,0x3D,0xEB,0x00,,,,,"Request register 0xEB"
9290,TX,0x201,3,0x8E,0x8E,0x00,0x00,,,,,"Clear all error flags"
9497,TX,0x201,3,0xD0,0xD0,0xD0,0x07,,,,,"Set CAN timeout = 2000 ms"
9703,TX,0x201,3,0x8E,0x8E,0x00,0x00,,,,,"Clear all error flags"
9810,TX,0x201,3,0x51,0x51,0x04,0x00,,,,,"Lock/Disable drive"
9917,TX,0x201,3,0x51,0x51,0x00,0x00,,,,,"Enable drive"
9924,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
10431,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque = 0"
10938,RX,0x181,4,0x30,0x30,0x00,0x00,0x01,,,,"Speed feedback = 0 rpm"
10944,RX,0x181,6,0x40,0x40,0x11,0x43,0x80,0x00,0x0B,,"Status word = 0x4311"
10951,RX,0x181,4,0x30,0x30,0x00,0x00,0x01,,,,"Speed feedback = 0 rpm"
10958,RX,0x181,6,0x40,0x40,0x11,0x43,0x80,0x00,0x0B,,"Status word = 0x4311"
10965,RX,0x181,4,0x30,0x30,0x00,0x00,0x01,,,,"Speed feedback = 0 rpm"
10971,TX,0x201,3,0x90,0x90,0x3D,0x00,,,,,"Set torque = 61"
10998,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque = 0"
11005,RX,0x181,6,0x40,0x40,0x11,0x43,0x80,0x00,0x0B,,"Status word = 0x4311"
11025,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque = 0"
11051,TX,0x201,3,0x90,0x90,0x99,0x00,,,,,"Set torque = 153"
11059,RX,0x181,4,0x30,0x30,0x00,0x00,0x01,,,,"Speed feedback = 0 rpm"
11077,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque = 0"
11103,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque = 0"
11191,RX,0x181,6,0x40,0x40,0x11,0x43,0x80,0x00,0x0B,,"Status word = 0x4311"
11198,RX,0x181,4,0x30,0x30,0x00,0x00,0x01,,,,"Speed feedback = 0 rpm"
11204,RX,0x181,6,0x40,0x40,0x11,0x43,0x80,0x00,0x0B,,"Status word = 0x4311"
11212,TX,0x201,3,0x90,0x90,0x99,0x00,,,,,"Set torque = 153"
11238,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque = 0"
11259,RX,0x181,4,0x30,0x30,0x00,0x00,0x01,,,,"Speed feedback = 0 rpm"
11266,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque = 0"
11293,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque = 0"
11303,RX,0x181,6,0x40,0x40,0x11,0x43,0x80,0x00,0x0B,,"Status word = 0x4311"
11319,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque = 0"
11345,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque = 0"
11359,RX,0x181,4,0x30,0x30,0x00,0x00,0x01,,,,"Speed feedback = 0 rpm"
11371,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque = 0"
11397,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque = 0"
11403,RX,0x181,6,0x40,0x40,0x11,0x43,0x80,0x00,0x0B,,"Status word = 0x4311"
11423,TX,0x201,3,0x90,0x90,0x5B,0x00,,,,,"Set torque = 91"
11449,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque = 0"
11459,RX,0x181,4,0x30,0x30,0x00,0x00,0x01,,,,"Speed feedback = 0 rpm"
11475,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque = 0"
11501,TX,0x201,3,0x90,0x90,0x1E,0x00,,,,,"Set torque = 30"
11507,RX,0x181,6,0x40,0x40,0x11,0x43,0x80,0x00,0x0B,,"Status word = 0x4311"
11527,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque = 0"
