Time(ms),Dir,ID,Len,B0,B1,B2,B3,B4,B5,B6,B7,Decoded
1798,TX,0x201,3,0x3D,0x3D,0x40,0x64,,,,,"Request register 0x40"
1805,TX,0x201,3,0x3D,0x3D,0x30,0x64,,,,,"Request register 0x30"
1812,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
1818,RX,0x181,6,0x40,0x40,0x00,0x43,0x80,0x00,0x00,,"Status word = 0x4300"
1925,TX,0x201,3,0x3D,0x3D,0xEB,0x00,,,,,"Request register 0xEB"
2132,TX,0x201,3,0x8E,0x8E,0x00,0x00,,,,,"Clear all error flags"
2339,TX,0x201,3,0xD0,0xD0,0xD0,0x07,,,,,"Set CAN timeout = 2000 ms"
2546,TX,0x201,3,0x8E,0x8E,0x00,0x00,,,,,"Clear all error flags"
2653,TX,0x201,3,0x51,0x51,0x04,0x00,,,,,"Lock/Disable drive"
2759,TX,0x201,3,0x51,0x51,0x00,0x00,,,,,"Enable drive"
2766,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
3273,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque = 0"
3780,RX,0x181,6,0x40,0x40,0x00,0x43,0x80,0x00,0x0B,,"Status word = 0x4300"
3787,RX,0x181,4,0x30,0x30,0x00,0x00,0x01,,,,"Speed feedback = 0 rpm"
3794,RX,0x181,6,0x40,0x40,0x00,0x43,0x80,0x00,0x0B,,"Status word = 0x4300"
3801,RX,0x181,6,0x40,0x40,0x00,0x43,0x80,0x00,0x0B,,"Status word = 0x4300"
3807,RX,0x181,4,0x30,0x30,0x00,0x00,0x01,,,,"Speed feedback = 0 rpm"
3814,RX,0x181,4,0x30,0x30,0x00,0x00,0x01,,,,"Speed feedback = 0 rpm"
3821,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque = 0"
3848,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque = 0"
3874,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque = 0"
3895,RX,0x181,6,0x40,0x40,0x00,0x43,0x80,0x00,0x0B,,"Status word = 0x4300"
3902,RX,0x181,4,0x30,0x30,0x00,0x00,0x01,,,,"Speed feedback = 0 rpm"
3909,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque = 0"
3936,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque = 0"
3962,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque = 0"
3988,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque = 0"
3995,RX,0x181,6,0x40,0x40,0x00,0x43,0x80,0x00,0x0B,,"Status word = 0x4300"
4002,RX,0x181,4,0x30,0x30,0x00,0x00,0x01,,,,"Speed feedback = 0 rpm"
4014,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque = 0"
4040,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque = 0"
4067,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque = 0"
4093,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque = 0"
4099,RX,0x181,6,0x40,0x40,0x00,0x43,0x80,0x00,0x0B,,"Status word = 0x4300"
4106,RX,0x181,4,0x30,0x30,0x00,0x00,0x01,,,,"Speed feedback = 0 rpm"
4119,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque = 0"
4145,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque = 0"
4171,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque = 0"
