Time(ms),Dir,ID,Len,B0,B1,B2,B3,B4,B5,B6,B7,Decoded
1391,TX,0x201,3,0x3D,0x3D,0x40,0x64,,,,,"Request register 0x40"
1398,TX,0x201,3,0x3D,0x3D,0x30,0x64,,,,,"Request register 0x30"
1404,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
1411,RX,0x181,6,0x40,0x40,0x10,0x03,0x80,0x00,0x00,,"Status word = 0x0310"
1418,RX,0x181,4,0x30,0x30,0x00,0x00,0x01,,,,"Speed feedback = 0 rpm"
1425,RX,0x181,6,0x40,0x40,0x10,0x03,0x80,0x00,0x0B,,"Status word = 0x0310"
1432,RX,0x181,6,0x40,0x40,0x10,0x03,0x80,0x00,0x0B,,"Status word = 0x0310"
1539,TX,0x201,3,0x3D,0x3D,0xEB,0x00,,,,,"Request register 0xEB"
1745,TX,0x201,3,0x8E,0x8E,0x00,0x00,,,,,"Clear all error flags"
1952,TX,0x201,3,0xD0,0xD0,0xD0,0x07,,,,,"Set CAN timeout = 2000 ms"
2159,TX,0x201,3,0x8E,0x8E,0x00,0x00,,,,,"Clear all error flags"
2266,TX,0x201,3,0x51,0x51,0x04,0x00,,,,,"Lock/Disable drive"
2372,TX,0x201,3,0x51,0x51,0x00,0x00,,,,,"Enable drive"
2379,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
2886,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque = 0"
3493,RX,0x181,4,0x30,0x30,0x00,0x00,0x01,,,,"Speed feedback = 0 rpm"
3500,RX,0x181,4,0x30,0x30,0x00,0x00,0x01,,,,"Speed feedback = 0 rpm"
3507,RX,0x181,6,0x40,0x40,0x10,0x43,0x80,0x00,0x0B,,"Status word = 0x4310"
3513,RX,0x181,4,0x30,0x30,0x00,0x00,0x01,,,,"Speed feedback = 0 rpm"
3520,RX,0x181,6,0x40,0x40,0x10,0x43,0x80,0x00,0x0B,,"Status word = 0x4310"
3527,TX,0x201,3,0x90,0x90,0x4E,0x04,,,,,"Set torque = 1102"
3547,RX,0x181,6,0x40,0x40,0x10,0x43,0x80,0x00,0x0B,,"Status word = 0x4310"
3554,TX,0x201,3,0x90,0x90,0x96,0x03,,,,,"Set torque = 918"
3580,TX,0x201,3,0x90,0x90,0xAA,0x04,,,,,"Set torque = 1194"
3594,RX,0x181,4,0x30,0x30,0x00,0x00,0x01,,,,"Speed feedback = 0 rpm"
3607,TX,0x201,3,0x90,0x90,0x80,0x05,,,,,"Set torque = 1408"
3635,TX,0x201,3,0x90,0x90,0xD3,0x03,,,,,"Set torque = 979"
3647,RX,0x181,6,0x40,0x40,0x10,0x43,0x80,0x00,0x0B,,"Status word = 0x4310"
3661,TX,0x201,3,0x90,0x90,0xA7,0x07,,,,,"Set torque = 1959"
3687,TX,0x201,3,0x90,0x90,0xF2,0x03,,,,,"Set torque = 1010"
3694,RX,0x181,4,0x30,0x30,0x00,0x00,0x01,,,,"Speed feedback = 0 rpm"
3713,TX,0x201,3,0x90,0x90,0x43,0x05,,,,,"Set torque = 1347"
3739,TX,0x201,3,0x90,0x90,0x43,0x05,,,,,"Set torque = 1347"
3746,RX,0x181,6,0x40,0x40,0x10,0x43,0x80,0x00,0x0B,,"Status word = 0x4310"
3766,TX,0x201,3,0x90,0x90,0x11,0x04,,,,,"Set torque = 1041"
3792,TX,0x201,3,0x90,0x90,0x3A,0x03,,,,,"Set torque = 826"
3798,RX,0x181,4,0x30,0x30,0x00,0x00,0x01,,,,"Speed feedback = 0 rpm"
3818,TX,0x201,3,0x90,0x90,0xE7,0x04,,,,,"Set torque = 1255"
3844,TX,0x201,3,0x90,0x90,0xC8,0x04,,,,,"Set torque = 1224"
