Time(ms),Dir,ID,Len,B0,B1,B2,B3,B4,B5,B6,B7,Decoded
22932,TX,0x201,3,0x3D,0x3D,0x40,0x64,,,,,"Request register 0x40"
22939,TX,0x201,3,0x3D,0x3D,0x30,0x64,,,,,"Request register 0x30"
22946,RX,0x181,6,0x40,0x40,0x11,0x43,0x80,0x00,0x0B,,"Status word 0x4311 → Enabled:1 Ready:0 Fault:0"
23031,RX,0x181,6,0x40,0x40,0x11,0x43,0x80,0x00,0x0B,,"Status word 0x4311 → Enabled:1 Ready:0 Fault:0"
23038,RX,0x181,4,0x30,0x30,0x00,0x00,0x01,,,,"Speed feedback = 0 rpm"
23131,RX,0x181,6,0x40,0x40,0x11,0x43,0x80,0x00,0x0B,,"Status word 0x4311 → Enabled:1 Ready:0 Fault:0"
23138,RX,0x181,4,0x30,0x30,0x00,0x00,0x01,,,,"Speed feedback = 0 rpm"
23145,TX,0x201,3,0x3D,0x3D,0xEB,0x00,,,,,"Request register 0xEB"
23152,RX,0x181,4,0xEB,0xEB,0x2E,0x06,0x00,,,,"DC bus voltage = 158.2 V"
23231,RX,0x181,6,0x40,0x40,0x11,0x43,0x80,0x00,0x0B,,"Status word 0x4311 → Enabled:1 Ready:0 Fault:0"
23238,RX,0x181,4,0x30,0x30,0x00,0x00,0x01,,,,"Speed feedback = 0 rpm"
23331,RX,0x181,6,0x40,0x40,0x11,0x43,0x80,0x00,0x0B,,"Status word 0x4311 → Enabled:1 Ready:0 Fault:0"
23338,RX,0x181,4,0x30,0x30,0x00,0x00,0x01,,,,"Speed feedback = 0 rpm"
23370,TX,0x201,3,0x8E,0x8E,0x00,0x00,,,,,"Clear all error flags"
23431,RX,0x181,6,0x40,0x40,0x11,0x43,0x80,0x00,0x0B,,"Status word 0x4311 → Enabled:1 Ready:0 Fault:0"
23438,RX,0x181,4,0x30,0x30,0x00,0x00,0x01,,,,"Speed feedback = 0 rpm"
23530,RX,0x181,6,0x40,0x40,0x11,0x43,0x80,0x00,0x0B,,"Status word 0x4311 → Enabled:1 Ready:0 Fault:0"
23537,RX,0x181,4,0x30,0x30,0x00,0x00,0x01,,,,"Speed feedback = 0 rpm"
23603,TX,0x201,3,0xD0,0xD0,0xD0,0x07,,,,,"Set CAN timeout = 2000 ms"
23630,RX,0x181,6,0x40,0x40,0x11,0x43,0x80,0x00,0x0B,,"Status word 0x4311 → Enabled:1 Ready:0 Fault:0"
23637,RX,0x181,4,0x30,0x30,0x00,0x00,0x01,,,,"Speed feedback = 0 rpm"
23730,RX,0x181,6,0x40,0x40,0x11,0x43,0x80,0x00,0x0B,,"Status word 0x4311 → Enabled:1 Ready:0 Fault:0"
23737,RX,0x181,4,0x30,0x30,0x00,0x00,0x01,,,,"Speed feedback = 0 rpm"
23830,RX,0x181,6,0x40,0x40,0x11,0x43,0x80,0x00,0x0B,,"Status word 0x4311 → Enabled:1 Ready:0 Fault:0"
23837,RX,0x181,4,0x30,0x30,0x00,0x00,0x01,,,,"Speed feedback = 0 rpm"
23844,TX,0x201,3,0x8E,0x8E,0x00,0x00,,,,,"Clear all error flags"
23951,TX,0x201,3,0x51,0x51,0x04,0x00,,,,,"Lock/Disable drive"
24057,TX,0x201,3,0x51,0x51,0x00,0x00,,,,,"Enable drive"
24064,TX,0x201,3,0x3D,0x3D,0x40,0x00,,,,,"Request register 0x40"
24071,RX,0x181,6,0x40,0x40,0x11,0x43,0x80,0x00,0x00,,"Status word 0x4311 → Enabled:1 Ready:0 Fault:0"
24078,RX,0x181,4,0x30,0x30,0x00,0x00,0x01,,,,"Speed feedback = 0 rpm"
24087,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque command = 0"
24130,RX,0x181,6,0x40,0x40,0x11,0x43,0x80,0x00,0x0B,,"Status word 0x4311 → Enabled:1 Ready:0 Fault:0"
24136,RX,0x181,4,0x30,0x30,0x00,0x00,0x01,,,,"Speed feedback = 0 rpm"
24229,RX,0x181,6,0x40,0x40,0x11,0x43,0x80,0x00,0x0B,,"Status word 0x4311 → Enabled:1 Ready:0 Fault:0"
24236,RX,0x181,4,0x30,0x30,0x00,0x00,0x01,,,,"Speed feedback = 0 rpm"
24329,RX,0x181,6,0x40,0x40,0x11,0x43,0x80,0x00,0x0B,,"Status word 0x4311 → Enabled:1 Ready:0 Fault:0"
24336,RX,0x181,4,0x30,0x30,0x00,0x00,0x01,,,,"Speed feedback = 0 rpm"
24343,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque command = 0"
24370,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque command = 0"
24396,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque command = 0"
24422,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque command = 0"
24429,RX,0x181,6,0x40,0x40,0x11,0x43,0x80,0x00,0x0B,,"Status word 0x4311 → Enabled:1 Ready:0 Fault:0"
24436,RX,0x181,4,0x30,0x30,0x00,0x00,0x01,,,,"Speed feedback = 0 rpm"
24448,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque command = 0"
24474,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque command = 0"
24501,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque command = 0"
24527,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque command = 0"
24533,RX,0x181,6,0x40,0x40,0x11,0x43,0x80,0x00,0x0B,,"Status word 0x4311 → Enabled:1 Ready:0 Fault:0"
24540,RX,0x181,4,0x30,0x30,0x00,0x00,0x01,,,,"Speed feedback = 0 rpm"
24553,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque command = 0"
24579,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque command = 0"
24605,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque command = 0"
24629,RX,0x181,6,0x40,0x40,0x11,0x43,0x80,0x00,0x0B,,"Status word 0x4311 → Enabled:1 Ready:0 Fault:0"
24636,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque command = 0"
24643,RX,0x181,4,0x30,0x30,0x00,0x00,0x01,,,,"Speed feedback = 0 rpm"
24663,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque command = 0"
24689,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque command = 0"
24717,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque command = 0"
24729,RX,0x181,6,0x40,0x40,0x11,0x43,0x80,0x00,0x0B,,"Status word 0x4311 → Enabled:1 Ready:0 Fault:0"
24736,RX,0x181,4,0x30,0x30,0x00,0x00,0x01,,,,"Speed feedback = 0 rpm"
24743,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque command = 0"
24769,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque command = 0"
24795,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque command = 0"
24822,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque command = 0"
24828,RX,0x181,6,0x40,0x40,0x11,0x43,0x80,0x00,0x0B,,"Status word 0x4311 → Enabled:1 Ready:0 Fault:0"
24835,RX,0x181,4,0x30,0x30,0x00,0x00,0x01,,,,"Speed feedback = 0 rpm"
24848,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque command = 0"
24874,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque command = 0"
24900,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque command = 0"
24926,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque command = 0"
24932,RX,0x181,6,0x40,0x40,0x11,0x43,0x80,0x00,0x0B,,"Status word 0x4311 → Enabled:1 Ready:0 Fault:0"
24939,RX,0x181,4,0x30,0x30,0x00,0x00,0x01,,,,"Speed feedback = 0 rpm"
24952,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque command = 0"
24978,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque command = 0"
25004,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque command = 0"
25028,RX,0x181,6,0x40,0x40,0x11,0x43,0x80,0x00,0x0B,,"Status word 0x4311 → Enabled:1 Ready:0 Fault:0"
25035,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque command = 0"
25042,RX,0x181,4,0x30,0x30,0x00,0x00,0x01,,,,"Speed feedback = 0 rpm"
25062,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque command = 0"
25088,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque command = 0"
25114,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque command = 0"
25128,RX,0x181,6,0x40,0x40,0x11,0x43,0x80,0x00,0x0B,,"Status word 0x4311 → Enabled:1 Ready:0 Fault:0"
25135,RX,0x181,4,0x30,0x30,0x00,0x00,0x01,,,,"Speed feedback = 0 rpm"
25142,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque command = 0"
25168,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque command = 0"
25194,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque command = 0"
25220,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque command = 0"
25228,RX,0x181,6,0x40,0x40,0x11,0x43,0x80,0x00,0x0B,,"Status word 0x4311 → Enabled:1 Ready:0 Fault:0"
25235,RX,0x181,4,0x30,0x30,0x00,0x00,0x01,,,,"Speed feedback = 0 rpm"
25246,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque command = 0"
25273,TX,0x201,3,0x90,0x90,0x00,0x00,,,,,"Set torque command = 0"
